120.0000	0.8231	0.9265	0.9541	0.9984	0.8401	0.8183	0.8586	0.7026	0.8980	0.8990	0.8519	0.9049	0.9949	0.9646	0.9994	0.9949	0.9209	0.9460	0.9530	0.9172	0.8441
240.0000	0.5820	0.6374	0.6492	0.6937	0.6070	0.6043	0.6054	0.5049	0.6204	0.6260	0.6169	0.6424	0.7406	0.6982	0.8261	0.7581	0.6592	0.6712	0.6841	0.6638	0.6043
360.0000	0.2728	0.2818	0.2671	0.2807	0.3079	0.3213	0.2695	0.2495	0.2718	0.2929	0.2965	0.3042	0.4017	0.3863	0.4812	0.4359	0.3538	0.3577	0.3523	0.3596	0.3097
480.0000	0.2037	0.1954	0.1795	0.1994	0.2387	0.2305	0.1872	0.1818	0.1802	0.1850	0.1939	0.1885	0.2696	0.2507	0.3439	0.2678	0.2006	0.1911	0.2066	0.2292	0.1832
600.0000	0.1658	0.1477	0.1351	0.1589	0.1861	0.1686	0.1453	0.1417	0.1372	0.1355	0.1377	0.1269	0.1950	0.1785	0.2198	0.1466	0.1282	0.1177	0.1380	0.1579	0.1198
720.0000	0.1291	0.1029	0.0950	0.1197	0.1415	0.1241	0.1075	0.1048	0.1031	0.1013	0.0963	0.0865	0.1527	0.1291	0.1367	0.0850	0.0802	0.0758	0.0870	0.1080	0.0782
840.0000	0.0906	0.0741	0.0716	0.0904	0.1009	0.0917	0.0785	0.0730	0.0715	0.0712	0.0705	0.0593	0.1071	0.0885	0.0855	0.0522	0.0490	0.0497	0.0567	0.0719	0.0572
960.0000	0.0657	0.0630	0.0641	0.0732	0.0799	0.0746	0.0629	0.0535	0.0502	0.0505	0.0541	0.0467	0.0770	0.0604	0.0547	0.0409	0.0407	0.0445	0.0455	0.0525	0.0479
1080.0000	0.0535	0.0580	0.0612	0.0670	0.0746	0.0694	0.0598	0.0477	0.0440	0.0484	0.0524	0.0452	0.0526	0.0468	0.0434	0.0400	0.0426	0.0463	0.0459	0.0466	0.0504
1200.0000	0.0493	0.0540	0.0605	0.0689	0.0775	0.0697	0.0610	0.0489	0.0457	0.0563	0.0598	0.0464	0.0429	0.0461	0.0418	0.0431	0.0457	0.0502	0.0507	0.0519	0.0543
1320.0000	0.0483	0.0522	0.0600	0.0719	0.0830	0.0719	0.0641	0.0543	0.0523	0.0648	0.0634	0.0504	0.0446	0.0508	0.0444	0.0460	0.0492	0.0526	0.0540	0.0563	0.0562
1440.0000	0.0485	0.0519	0.0579	0.0739	0.0834	0.0746	0.0683	0.0599	0.0621	0.0699	0.0656	0.0558	0.0506	0.0568	0.0487	0.0500	0.0530	0.0543	0.0555	0.0568	0.0577
1560.0000	0.0489	0.0520	0.0547	0.0735	0.0803	0.0755	0.0724	0.0609	0.0682	0.0727	0.0664	0.0615	0.0586	0.0597	0.0544	0.0526	0.0563	0.0548	0.0565	0.0574	0.0588
1680.0000	0.0490	0.0508	0.0517	0.0714	0.0756	0.0751	0.0752	0.0565	0.0701	0.0692	0.0666	0.0663	0.0621	0.0597	0.0591	0.0554	0.0589	0.0557	0.0576	0.0585	0.0608
1800.0000	0.0488	0.0488	0.0488	0.0679	0.0710	0.0745	0.0751	0.0478	0.0663	0.0620	0.0641	0.0667	0.0619	0.0601	0.0616	0.0574	0.0604	0.0565	0.0592	0.0608	0.0616
1920.0000	0.0469	0.0453	0.0474	0.0634	0.0655	0.0734	0.0742	0.0404	0.0590	0.0546	0.0607	0.0653	0.0599	0.0573	0.0624	0.0575	0.0605	0.0585	0.0607	0.0620	0.0625
2040.0000	0.0450	0.0422	0.0457	0.0596	0.0615	0.0735	0.0713	0.0323	0.0479	0.0476	0.0567	0.0612	0.0559	0.0528	0.0624	0.0567	0.0600	0.0610	0.0626	0.0629	0.0632
2160.0000	0.0405	0.0382	0.0442	0.0545	0.0577	0.0721	0.0659	0.0255	0.0393	0.0451	0.0513	0.0586	0.0516	0.0486	0.0611	0.0555	0.0595	0.0624	0.0632	0.0642	0.0635
2280.0000	0.0358	0.0335	0.0428	0.0502	0.0524	0.0659	0.0594	0.0201	0.0299	0.0426	0.0473	0.0557	0.0484	0.0463	0.0593	0.0551	0.0587	0.0634	0.0627	0.0652	0.0651
2400.0000	0.0307	0.0321	0.0399	0.0456	0.0475	0.0558	0.0505	0.0170	0.0239	0.0398	0.0462	0.0528	0.0462	0.0443	0.0557	0.0542	0.0583	0.0625	0.0627	0.0660	0.0660
2520.0000	0.0260	0.0301	0.0336	0.0403	0.0419	0.0441	0.0443	0.0146	0.0227	0.0380	0.0437	0.0488	0.0456	0.0432	0.0520	0.0536	0.0565	0.0603	0.0615	0.0673	0.0667
2640.0000	0.0226	0.0281	0.0280	0.0327	0.0356	0.0327	0.0398	0.0121	0.0226	0.0355	0.0421	0.0438	0.0438	0.0422	0.0484	0.0526	0.0535	0.0581	0.0602	0.0669	0.0676
2760.0000	0.0193	0.0266	0.0237	0.0298	0.0294	0.0252	0.0346	0.0092	0.0218	0.0337	0.0403	0.0390	0.0414	0.0413	0.0465	0.0517	0.0518	0.0543	0.0595	0.0654	0.0679
2880.0000	0.0182	0.0254	0.0206	0.0256	0.0242	0.0212	0.0302	0.0071	0.0185	0.0323	0.0381	0.0337	0.0397	0.0414	0.0448	0.0509	0.0491	0.0518	0.0577	0.0638	0.0677
3000.0000	0.0187	0.0242	0.0251	0.0328	0.0262	0.0212	0.0325	0.0070	0.0164	0.0344	0.0357	0.0304	0.0372	0.0410	0.0435	0.0483	0.0469	0.0491	0.0563	0.0626	0.0677
3120.0000	0.0418	0.0280	0.0840	0.1028	0.0802	0.0381	0.0956	0.0409	0.0206	0.0844	0.0536	0.0428	0.0383	0.0416	0.0421	0.0467	0.0469	0.0473	0.0542	0.0616	0.0669
3240.0000	0.1656	0.0918	0.2847	0.3041	0.2754	0.1603	0.3033	0.2067	0.1030	0.2746	0.2025	0.1731	0.0783	0.0429	0.0419	0.0461	0.0457	0.0470	0.0519	0.0611	0.0669
3360.0000	0.4187	0.3101	0.5613	0.5828	0.5522	0.4064	0.5748	0.4830	0.3411	0.5345	0.4499	0.4280	0.2278	0.0650	0.0584	0.0536	0.0486	0.0480	0.0526	0.0629	0.0683
3480.0000	0.6828	0.5753	0.8321	0.8444	0.8233	0.6706	0.8476	0.7719	0.6094	0.7898	0.6929	0.6912	0.3927	0.1147	0.1119	0.0779	0.0609	0.0625	0.0723	0.0960	0.0788
3600.0000	0.9272	0.8024	0.9925	0.9885	0.9898	0.9287	0.9969	0.9890	0.8733	0.9776	0.9279	0.9470	0.5284	0.1488	0.1621	0.0911	0.0741	0.0871	0.0985	0.1273	0.1163
3720.0000	0.9955	0.7934	0.9989	0.9976	0.9984	0.9953	0.9998	0.9996	0.9972	0.9982	0.9921	0.9961	0.5959	0.1666	0.1717	0.0961	0.0834	0.1089	0.1182	0.1835	0.2058
3840.0000	0.9890	0.6881	0.9820	0.9969	0.9981	0.9977	0.9998	0.9995	0.9991	0.9988	0.9973	0.9974	0.5794	0.1985	0.1625	0.1046	0.0936	0.1179	0.1230	0.2266	0.3055
3960.0000	0.9491	0.6518	0.9582	0.9969	0.9982	0.9984	0.9998	0.9994	0.9993	0.9989	0.9991	0.9980	0.5664	0.2071	0.1242	0.1262	0.1157	0.0979	0.1022	0.2539	0.4239
4080.0000	0.8734	0.6883	0.9279	0.9980	0.9986	0.9991	0.9998	0.9995	0.9995	0.9990	0.9997	0.9991	0.5803	0.2361	0.0883	0.1418	0.1257	0.1103	0.0997	0.3230	0.5393
4200.0000	0.7391	0.8531	0.9359	0.9990	0.9991	0.9995	0.9999	0.9996	0.9997	0.9991	0.9998	0.9993	0.6016	0.2872	0.0625	0.1474	0.1245	0.1167	0.1452	0.3817	0.5689
4320.0000	0.6792	0.9800	0.9896	0.9994	0.9995	0.9998	1.0000	0.9998	0.9997	0.9994	0.9997	0.9995	0.6288	0.3490	0.0257	0.1308	0.1093	0.1141	0.2078	0.4546	0.6013
4440.0000	0.6878	0.9883	0.9973	0.9996	0.9998	0.9999	1.0000	0.9999	0.9999	0.9996	0.9997	0.9998	0.6816	0.4202	0.0060	0.0707	0.0695	0.1106	0.2527	0.5270	0.5962
4560.0000	0.7416	0.9924	0.9998	0.9998	1.0000	1.0000	1.0000	1.0000	0.9999	0.9998	0.9995	0.9998	0.7415	0.4987	0.0014	0.0268	0.0213	0.0592	0.2897	0.5398	0.5542
4680.0000	0.8851	0.9960	1.0000	0.9999	1.0000	1.0000	1.0000	1.0000	0.9999	0.9999	0.9993	0.9998	0.8096	0.6186	0.0030	0.0214	0.0041	0.0089	0.2748	0.5392	0.4747
4800.0000	0.9901	0.9991	0.9999	1.0000	1.0000	1.0000	0.9999	1.0000	0.9999	1.0000	0.9993	0.9999	0.8705	0.7435	0.0593	0.0385	0.0018	0.0000	0.2269	0.5045	0.4688
4920.0000	0.9983	0.9998	0.9999	1.0000	0.9999	1.0000	0.9999	0.9999	1.0000	1.0000	0.9995	1.0000	0.9473	0.8590	0.2237	0.0697	0.0002	0.0000	0.2326	0.4659	0.3970
5040.0000	0.9996	0.9998	0.9999	0.9999	0.9999	1.0000	1.0000	0.9998	1.0000	1.0000	0.9997	1.0000	0.9864	0.9541	0.3948	0.0982	0.0000	0.0000	0.1673	0.3453	0.3319
5160.0000	0.9998	0.9998	1.0000	0.9999	1.0000	1.0000	0.9999	0.9999	1.0000	1.0000	0.9997	1.0000	0.9978	0.9880	0.5761	0.1499	0.0001	0.0000	0.0904	0.2705	0.3833
5280.0000	0.9998	0.9999	1.0000	1.0000	1.0000	1.0000	0.9997	0.9999	1.0000	0.9999	0.9997	1.0000	0.9998	0.9966	0.7056	0.2190	0.0561	0.0000	0.0299	0.1594	0.3757
5400.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9999	1.0000	1.0000	0.9995	0.9997	1.0000	1.0000	0.9988	0.7713	0.3122	0.2046	0.0000	0.0000	0.0758	0.5654
5520.0000	1.0000	1.0000	0.9999	0.9999	1.0000	1.0000	1.0000	1.0000	1.0000	0.9949	0.9998	1.0000	1.0000	0.9994	0.8243	0.4228	0.3640	0.0000	0.0000	0.1924	0.9999
5640.0000	1.0000	0.9999	1.0000	0.9998	1.0000	0.9999	0.9999	1.0000	1.0000	0.9880	1.0000	1.0000	0.9999	0.9996	0.8428	0.4936	0.4799	0.0000	0.0000	0.1314	0.9526
5760.0000	0.9998	0.9998	1.0000	1.0000	1.0000	0.9999	0.9999	0.9999	0.9966	0.9898	1.0000	1.0000	0.9998	0.9997	0.8273	0.5897	0.5269	0.0083	0.0000	0.1940	0.7780
5880.0000	0.9999	0.9999	1.0000	0.9999	0.9999	1.0000	0.9999	1.0000	0.9454	0.9978	0.9999	1.0000	0.9996	0.9997	0.8259	0.6424	0.5279	0.1724	0.1294	0.3047	0.4391
